,I would be quite bored by a visit to an art gallery.,I clean my office or home quite frequently.,"I rarely hold a grudge, even against people who have badly wronged me.",I feel reasonably satisfied with myself overall.,I would feel afraid if I had to travel in bad weather conditions.,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",I'm interested in learning about the history and politics of other countries.,"When working, I often set ambitious goals for myself.",People sometimes tell me that I am too critical of others.,I rarely express my opinions in group meetings.,I sometimes can't help worrying about little things.,"If I knew that I could never get caught, I would be willing to steal a million dollars.",I would like a job that requires following a routine rather than being creative.,I often check my work over repeatedly to find any mistakes.,People sometimes tell me that I'm too stubborn.,"I avoid making ""small talk"" with people.","When I suffer from a painful experience, I need someone to make me feel comfortable.",Having a lot of money is not especially important to me.,I think that paying attention to radical ideas is a waste of time.,I make decisions based on the feeling of the moment rather than on careful thought.,People think of me as someone who has a quick temper.,I am energetic nearly all the time.,I feel like crying when I see other people crying.,I am an ordinary person who is no better than others.,I wouldn't spend my time reading a book of poetry.,"I plan ahead and organize things, to avoid scrambling at the last minute.","My attitude toward people who have treated me badly is ""forgive and forget"".",I think that most people like some aspects of my personality.,I don’t mind doing jobs that involve dangerous work.,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",I enjoy looking at maps of different places.,I often push myself very hard when trying to achieve a goal.,I generally accept people’s faults without complaining about them.,"In social situations, I'm usually the one who makes the first move.",I worry a lot less than most people do.,I would be tempted to buy stolen property if I were financially tight.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.","When working on something, I don't pay much attention to small details.",I am usually quite flexible in my opinions when people disagree with me.,I enjoy having lots of people around to talk with.,I can handle difficult situations without needing emotional support from anyone else.,"I would like to live in a very expensive, high-class neighborhood.",I like people who have unconventional views.,I make a lot of mistakes because I don't think before I act.,"I rarely feel anger, even when people treat me quite badly.","On most days, I feel cheerful and optimistic.","When someone I know well is unhappy, I can almost feel that person's pain myself.",I wouldn’t want people to treat me as though I were superior to them.,"If I had the opportunity, I would like to attend a classical music concert.",People often joke with me about the messiness of my room or desk.,"If someone has cheated me once, I will always feel suspicious of that person.",I feel that I am an unpopular person.,"When it comes to physical danger, I am very fearful.","If I want something from someone, I will laugh at that person's worst jokes.",I would be very bored by a book about the history of science and technology.,"Often when I set a goal, I end up quitting without having reached it.",I tend to be lenient in judging other people.,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.","I rarely, if ever, have trouble sleeping due to stress or anxiety.","I would never accept a bribe, even if it were very large.",People have often told me that I have a good imagination.,"I always try to be accurate in my work, even at the expense of time.","When people tell me that I’m wrong, my first reaction is to argue with them.",I prefer jobs that involve active social interaction to those that involve working alone.,"Whenever I feel worried about something, I want to share my concern with another person.",I would like to be seen driving around in a very expensive car.,I think of myself as a somewhat eccentric person.,I don’t allow my impulses to govern my behavior.,Most people tend to get angry more quickly than I do.,People often tell me that I should try to cheer up.,I feel strong emotions when someone close to me is going away for a long time.,I think that I am entitled to more respect than the average person is.,Sometimes I like to just watch the wind as it blows through the trees.,"When working, I sometimes have difficulties due to being disorganized.",I find it hard to fully forgive someone who has done something mean to me.,I sometimes feel that I am a worthless person.,Even in an emergency I wouldn't feel like panicking.,I wouldn't pretend to like someone just to get that person to do favors for me.,I’ve never really enjoyed looking through an encyclopedia.,I do only the minimum amount of work needed to get by.,"Even when people make a lot of mistakes, I rarely say anything negative.",82I tend to feel quite self-conscious when speaking in front of a group of people.,I get very anxious when waiting to hear about an important decision.,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",I don't think of myself as the artistic or creative type.,People often call me a perfectionist.,I find it hard to compromise with people when I really think I’m right.,The first thing that I always do in a new place is to make friends.,I rarely discuss my problems with other people.,I would get a lot of pleasure from owning expensive luxury goods.,I find it boring to discuss philosophy.,"I prefer to do whatever comes to mind, rather than stick to a plan.",I find it hard to keep my temper when people insult me.,Most people are more upbeat and dynamic than I generally am.,I remain unemotional even in situations where most people get very sentimental.,I want people to know that I am an important person of high status.,I have sympathy for people who are less fortunate than I am.,I try to give generously to those in need.,It wouldn’t bother me to harm someone I didn’t like.,People see me as a hard-hearted person.
"a bit organized, a bit responsible, a bit practical, a bit thrifty and a bit self-disciplined",2,4,4,4,3,3,4,4,3,4,3,1,4,4,3,3,3,4,4,3,2,3,3,3,4,4,4,4,3,5,4,4,4,3,4,3,3,4,4,2,4,2,3,3,3,4,3,5,4,4,3,3,3,3,3,4,3,3,5,5,3,4,3,3,3,2,2,4,4,3,3,3,3,2,3,3,4,5,3,2,4,3,3,5,4,3,3,3,4,2,3,3,4,2,3,3,5,3,5,3
"disagreeable, dishonest, distrustful, selfish and  stingy",5,2,2,5,5,5,5,4,5,5,3,5,5,1,3,5,1,5,5,4,3,1,1,5,5,1,1,1,1,5,1,4,2,2,5,5,5,5,2,2,5,5,2,2,2,2,3,3,3,3,5,3,5,5,5,4,2,4,1,4,3,1,5,2,1,5,4,4,5,1,3,5,1,3,5,5,5,5,5,5,1,5,3,5,4,3,5,1,5,5,5,5,4,2,3,5,1,1,5,5
"extremely stingy, extremely unkind, extremely unaltruistic, extremely immoral and extremely uncooperative",5,1,3,1,4,1,3,1,5,5,1,5,5,5,5,5,1,5,5,5,4,1,1,5,5,1,2,1,1,5,1,5,1,1,5,5,3,4,1,1,5,1,3,3,3,1,3,5,3,5,5,5,5,1,3,5,1,1,3,5,3,5,5,1,1,5,4,5,5,1,3,5,3,4,5,5,5,5,3,5,1,3,3,5,3,3,5,1,5,5,4,4,4,2,5,5,1,1,5,5
"extremely careless, extremely lazy, extremely disorganized, extremely messy and extremely irresponsible",5,1,3,1,5,5,3,2,2,5,1,1,5,1,4,4,5,5,4,5,3,1,5,3,5,1,3,1,1,3,1,1,5,1,5,3,1,5,4,5,1,1,5,5,3,1,3,5,3,5,5,3,5,3,5,5,4,4,3,5,3,1,5,5,5,5,3,4,4,5,5,5,3,5,4,5,5,5,5,5,3,3,3,5,3,1,5,3,3,1,5,5,3,4,3,3,5,4,1,2
"extremely uninquisitive, extremely unreflective, extremely unaesthetic, extremely socially conservative and extremely uncreative",5,5,4,3,5,5,1,1,1,5,5,1,5,1,5,5,4,5,5,5,3,2,3,5,5,1,5,2,3,5,1,2,5,1,5,1,1,5,1,5,5,5,1,5,5,3,1,5,1,1,5,3,5,5,5,5,5,5,5,5,1,4,5,1,1,5,5,5,5,1,1,5,1,4,5,3,5,1,5,5,5,5,1,1,5,2,5,1,5,1,5,5,5,1,5,5,3,3,1,5
"extremely unselfconscious, extremely relaxed, extremely calm, extremely level-headed and extremely at ease",3,3,4,5,3,3,5,3,3,3,3,1,3,3,3,3,3,5,3,1,3,2,3,3,3,5,4,3,3,5,4,3,5,3,5,1,5,3,5,3,5,3,5,3,4,4,3,5,5,3,3,3,3,3,3,3,5,3,5,5,3,5,3,3,3,3,3,5,5,3,3,3,5,3,3,3,5,5,3,3,5,1,3,1,3,3,3,3,3,3,3,2,3,3,5,3,5,5,1,3
"extremely level-headed, extremely relaxed, extremely easygoing, extremely at ease and extremely contented",3,3,4,4,3,3,4,3,3,3,2,1,3,2,3,3,3,5,3,1,3,2,3,3,3,4,5,4,3,5,4,3,5,3,5,3,5,3,4,3,5,3,4,3,5,4,3,5,3,3,3,3,3,3,3,3,5,3,5,5,3,4,3,3,3,3,3,5,5,3,3,3,5,3,3,3,5,5,3,3,5,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,5,5,1,3
"neither happy nor depressed, neither level-headed nor impulsive, neither calm nor angry, neither contented nor discontented, and neither relaxed nor tense",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"neither unanalytical nor analytical, neither unaesthetic nor aesthetic, neither emotionally closed nor emotionally aware, neither unintelligent nor intelligent, and neither unimaginative nor imaginative",3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,3,5,3,2,3,3,3,3,3,5,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,4,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,5,3,3,3
"very energetic, very assertive, very active, very friendly and very extraverted",1,4,5,5,2,4,4,5,2,5,2,1,2,2,2,5,2,3,5,2,3,5,3,2,2,5,3,5,2,2,3,5,4,5,5,1,5,4,3,5,5,3,5,1,3,5,3,5,3,2,3,1,1,4,1,5,3,5,3,5,4,4,4,5,5,3,4,4,3,5,4,2,3,5,2,1,5,5,2,5,2,1,1,1,2,2,4,5,2,2,2,2,2,3,2,2,5,5,1,3
"contented, relaxed, calm, happy and  easygoing",3,3,5,4,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,2,3,2,3,3,3,5,4,4,3,5,4,3,5,3,5,3,5,4,5,3,5,3,4,3,5,5,3,5,4,3,3,3,3,3,3,3,5,3,5,5,3,3,2,3,3,3,3,5,5,3,3,3,5,3,3,3,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,1,3
"extremely timid, extremely gloomy, extremely introverted, extremely unfriendly and extremely inactive",5,1,4,1,5,2,2,1,2,5,5,1,4,4,2,5,4,5,4,3,2,1,5,3,5,2,2,1,1,5,2,1,3,1,3,1,1,4,3,1,1,1,2,3,3,1,4,5,1,2,4,3,5,2,5,4,3,1,3,5,3,4,2,1,1,1,4,5,3,1,5,2,5,4,4,4,5,5,5,5,5,5,5,1,3,2,5,1,5,1,4,5,2,5,5,1,4,3,1,2
"very active, very assertive, very extraverted, very talkative and very friendly",1,4,4,5,2,5,4,5,2,1,2,1,2,1,2,1,4,3,2,2,2,5,3,2,1,5,3,5,5,2,3,5,3,5,5,1,4,2,3,5,5,3,5,2,2,5,4,3,3,2,3,1,1,2,1,1,3,5,3,5,4,5,4,5,5,4,4,3,3,5,5,2,1,2,2,1,5,5,1,1,2,1,3,1,2,2,4,5,2,3,2,2,2,1,2,2,5,5,1,1
"easygoing, level-headed, relaxed, emotionally stable and  patient",3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,4,3,2,3,3,3,4,4,4,3,5,4,2,5,3,5,3,5,3,4,3,5,3,4,4,5,4,3,5,4,3,3,3,3,3,3,5,5,3,5,5,3,4,3,2,3,3,3,5,5,3,3,3,5,3,3,3,5,5,3,1,5,3,3,1,3,2,3,3,4,3,3,2,4,3,4,3,5,4,1,3
"very lazy, very irresponsible, very impractical, very disorganized and very undisciplined",5,1,3,1,5,4,3,2,3,3,4,5,5,1,3,5,4,4,4,5,3,2,3,4,5,1,3,3,1,4,1,1,5,2,5,5,3,4,4,3,2,1,5,4,3,2,4,5,1,5,3,3,5,3,5,5,4,4,3,5,4,2,4,2,5,4,5,2,3,3,5,5,5,5,4,4,5,5,5,5,4,4,3,1,2,3,4,3,3,4,5,5,3,5,3,3,5,3,1,2
"immoral, self-important, distrustful, unsympathetic and  stingy",5,3,2,5,4,5,3,5,5,5,2,5,5,5,4,5,1,5,5,5,4,2,1,5,5,1,1,1,5,1,3,5,2,1,5,5,3,5,2,2,5,5,3,5,2,2,1,4,3,5,5,5,4,5,5,5,2,5,5,1,4,5,4,2,1,5,4,4,5,1,1,5,1,5,5,1,5,1,5,5,1,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,1,1,5,3
"careless, impractical, irresponsible, undisciplined and  extravagant",5,1,5,3,4,5,4,4,3,2,4,1,1,2,2,2,4,5,1,5,2,3,5,4,5,1,5,4,2,1,3,2,5,4,5,1,5,4,4,5,4,5,5,2,3,4,5,3,5,4,3,3,5,4,5,3,3,4,3,5,5,2,4,5,5,5,5,1,3,2,5,5,5,4,4,2,5,1,1,5,3,4,5,1,2,2,5,5,3,5,5,5,4,2,3,5,5,5,1,3
"a bit self-disciplined, a bit hardworking, a bit conscientious, a bit practical and a bit organized",3,4,4,4,3,3,4,4,3,3,4,1,4,4,3,3,3,4,3,2,3,4,3,3,3,4,3,4,3,4,4,4,4,3,3,1,3,4,3,3,4,3,3,3,3,4,3,5,4,4,3,3,3,3,3,4,3,4,5,5,3,4,3,3,3,1,3,4,4,3,3,2,3,4,3,1,4,5,2,4,4,3,3,1,4,3,4,3,4,3,3,2,3,3,3,1,5,3,1,3
"extremely curious, extremely reflective, extremely aesthetic, extremely socially progressive and extremely creative",5,2,4,4,2,3,5,5,2,2,2,1,1,4,2,2,4,4,5,2,2,3,5,2,5,4,3,4,2,5,5,4,5,3,4,1,5,2,4,3,3,2,5,2,3,4,5,5,5,2,2,2,2,2,2,2,4,4,3,5,5,4,2,5,4,2,4,4,3,2,5,2,5,2,2,2,4,5,2,5,4,3,4,1,4,4,4,2,2,2,2,2,2,2,2,2,5,5,1,1
"a bit uninquisitive, a bit unreflective, a bit unanalytical, a bit artistically unappreciative and a bit unimaginative",5,4,3,3,4,4,3,2,3,4,2,3,4,2,4,3,3,3,4,4,3,3,3,3,5,2,5,3,3,5,2,4,5,2,4,3,2,4,3,2,4,3,3,4,3,3,3,5,2,4,3,3,4,3,5,4,3,3,5,5,2,4,4,2,3,3,3,3,3,3,3,1,1,4,3,3,5,5,4,3,4,3,3,3,4,2,4,2,4,3,5,5,3,3,3,3,4,3,3,2
"easygoing, contented, emotionally stable, relaxed and  unselfconscious",3,3,5,4,3,3,4,2,3,3,2,3,3,2,3,3,3,5,3,2,4,2,3,3,3,3,4,4,3,5,4,2,5,2,5,3,5,4,4,3,5,3,4,3,5,4,3,5,4,3,3,3,3,3,3,3,5,3,5,5,3,4,2,3,3,3,3,4,5,3,3,3,5,2,3,3,5,5,3,2,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,1,5,5,1,3
"extremely unfriendly, extremely timid, extremely gloomy, extremely inactive and extremely silent",5,1,1,1,5,1,3,1,4,5,5,1,4,1,3,5,4,3,5,4,1,1,3,3,5,1,1,1,1,5,3,1,3,1,2,1,1,3,1,1,1,1,1,3,3,1,1,5,1,1,5,5,5,1,5,5,3,1,3,5,3,5,1,1,1,1,1,5,3,1,1,1,1,4,4,3,5,5,5,5,5,5,3,1,3,3,5,1,5,1,5,1,1,3,5,1,3,1,1,5
"thrifty, conscientious, self-efficacious, hardworking and  thorough",3,4,4,4,3,3,4,4,2,2,2,1,3,5,2,2,3,5,2,5,3,4,3,2,3,5,2,4,2,5,4,5,4,2,4,1,4,5,4,2,4,1,3,5,4,4,3,5,4,4,3,3,2,2,4,5,3,3,3,5,3,5,2,2,2,1,3,5,4,3,3,2,3,2,2,1,5,5,3,5,4,3,3,1,3,4,4,2,4,1,2,5,2,2,3,3,5,4,5,3
"irresponsible, impractical, messy, lazy and  careless",5,5,5,5,5,5,4,2,2,5,5,1,5,2,3,4,5,5,5,4,3,2,5,3,5,1,3,3,5,1,3,1,5,2,5,1,5,4,3,5,5,5,5,5,3,3,3,5,3,5,5,3,5,5,5,5,3,4,5,5,5,2,4,5,5,5,5,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,5,3,4,5,5,5,4,4,3,3,5,5,1,3
"agreeable, altruistic, kind, sympathetic and  honest",3,4,5,4,3,2,5,4,3,2,3,1,3,4,2,3,5,5,2,2,2,3,5,3,3,5,4,4,3,5,4,4,5,4,4,5,5,2,4,4,4,3,4,2,4,4,5,5,4,2,2,3,2,2,3,2,4,4,4,5,4,4,2,5,5,2,3,5,4,4,4,2,5,2,4,5,5,5,3,5,4,3,3,1,3,3,3,5,3,2,3,2,3,2,2,1,5,5,5,1
"a bit active, a bit extraverted, a bit energetic, a bit bold and a bit assertive",2,4,4,4,3,4,4,4,3,3,2,3,2,3,4,2,4,3,2,3,3,4,3,2,3,4,3,4,4,4,4,4,4,4,4,1,4,4,3,4,4,3,4,3,3,4,3,3,3,2,3,3,2,3,3,2,2,4,3,5,4,4,4,4,4,4,4,4,3,4,4,3,3,2,3,1,4,5,3,5,3,2,2,1,3,3,4,4,3,3,3,4,2,3,3,3,4,4,1,2
"extremely honest, extremely generous, extremely unselfish, extremely cooperative and extremely trustful",3,3,5,4,2,1,5,5,2,2,3,1,2,4,2,2,5,5,2,2,3,4,5,3,3,5,5,5,3,5,3,4,5,4,5,5,5,2,4,4,4,2,4,2,4,5,5,5,5,1,2,3,2,3,3,1,3,4,5,5,3,5,2,5,5,3,3,5,4,3,5,1,5,2,3,3,5,5,3,5,5,3,3,5,3,2,2,5,2,1,2,2,2,3,2,3,5,5,1,1
"a bit organized, a bit thorough, a bit responsible, a bit thrifty and a bit orderly",2,4,4,4,3,3,4,4,3,3,4,1,3,4,3,2,3,4,4,3,3,3,3,3,3,4,4,4,3,5,4,4,4,3,4,1,4,4,4,3,4,3,3,3,3,3,3,5,4,4,3,3,2,3,3,2,3,3,3,5,3,4,2,3,3,2,3,4,4,3,3,3,3,2,3,3,4,5,3,2,4,3,3,1,3,3,4,3,3,2,2,3,3,3,3,3,5,4,1,3
"dishonest, unsympathetic, unkind, uncooperative and  immoral",5,1,5,5,5,5,1,4,5,4,3,5,5,1,5,4,1,5,5,5,5,1,1,5,5,1,1,5,5,1,1,5,2,2,5,5,5,5,2,1,5,5,1,5,5,1,1,5,3,5,5,5,5,5,5,5,1,5,5,5,3,2,5,5,1,5,5,2,5,5,1,5,1,4,5,5,5,5,5,5,5,3,3,5,3,3,5,1,5,5,4,5,5,5,5,5,1,1,5,5
"very emotionally stable, very relaxed, very unselfconscious, very at ease and very calm",3,3,5,4,2,3,4,3,3,3,3,1,3,2,3,3,3,5,3,1,3,2,3,3,3,5,5,4,3,5,4,1,5,3,5,3,5,4,5,3,5,3,3,3,3,4,3,5,3,3,3,3,3,3,3,2,5,3,5,5,3,4,3,2,3,3,3,5,5,3,3,3,5,3,3,3,5,5,3,1,5,3,3,1,3,3,3,3,5,3,3,2,3,3,5,3,5,5,1,3
"contented, at ease, easygoing, patient and  calm",3,3,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,5,4,4,3,5,4,3,5,3,5,3,5,4,5,3,5,3,4,3,4,4,3,5,3,3,3,3,3,3,3,3,5,3,5,5,3,4,3,2,3,3,3,5,5,3,3,3,5,3,3,3,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,5,5,1,3
"a bit cheerful, a bit active, a bit extraverted, a bit friendly and a bit assertive",2,4,4,4,2,4,4,4,2,2,2,1,2,4,4,2,4,3,2,2,3,4,4,3,3,5,3,4,3,4,4,4,4,4,4,1,4,2,4,4,4,3,4,2,3,4,4,5,4,2,3,3,2,4,2,2,3,4,3,5,4,4,4,4,4,3,4,4,3,4,4,3,3,2,3,1,4,5,2,1,3,3,3,1,3,3,4,4,2,2,2,3,3,3,2,3,5,5,1,2
"a bit disagreeable, a bit unsympathetic, a bit stingy, a bit dishonest and a bit unaltruistic",4,2,2,3,2,4,3,4,2,2,1,4,4,4,2,4,2,2,4,2,4,3,2,3,4,1,2,2,1,4,3,4,2,2,4,4,3,4,2,2,5,4,2,2,2,2,2,4,3,2,4,3,2,4,4,2,2,4,5,4,3,4,4,2,2,4,3,4,4,1,3,4,3,2,4,2,4,4,4,5,2,2,2,4,4,2,4,2,4,4,5,4,2,2,4,4,2,2,2,2
"spontaneous, reflective, aesthetic, emotionally aware and  intelligent",5,3,4,4,2,3,4,4,2,2,2,1,2,4,2,3,4,4,2,2,2,3,5,1,4,2,3,4,2,5,4,4,5,3,4,1,5,2,4,3,4,2,5,2,3,4,5,5,5,2,3,2,2,2,4,2,4,3,3,5,4,4,2,3,4,2,4,4,3,3,4,2,4,2,3,2,4,5,3,1,4,3,2,1,3,3,4,3,2,2,3,3,3,2,2,2,5,5,1,1
"extremely unsophisticated, extremely unanalytical, extremely uninquisitive, extremely unimaginative and extremely socially conservative",5,5,5,5,5,5,1,2,3,5,5,5,5,1,5,5,5,5,5,5,3,2,3,5,5,5,5,3,5,5,1,1,5,1,5,1,2,5,1,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,1,5,5,5,2,3,5,5,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,5,3,5,1,1
"neither level-headed nor impulsive, neither happy nor depressed, neither patient nor irritable, neither unselfconscious nor self-conscious, and neither at ease nor nervous",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"a bit silent, a bit gloomy, a bit timid, a bit unassertive and a bit unfriendly",4,3,3,2,4,3,3,2,2,4,4,1,3,4,2,5,4,4,2,2,2,2,3,3,3,4,4,2,2,5,3,2,4,2,5,1,3,2,3,2,4,2,3,2,3,1,4,5,3,2,4,3,4,2,3,4,3,2,3,5,3,4,2,2,2,2,3,4,3,3,4,2,4,4,4,3,4,5,3,2,4,4,4,1,3,3,4,2,5,2,4,2,4,4,4,1,5,4,1,2
"a bit nervous, a bit emotionally unstable, a bit depressed, a bit discontented and a bit self-conscious",2,4,3,2,4,4,4,4,4,4,4,3,2,4,4,4,4,3,2,4,2,2,4,3,2,3,2,3,2,4,3,4,3,2,2,2,4,4,3,2,2,2,4,4,3,1,4,5,3,4,4,3,4,4,3,4,3,3,2,5,4,4,4,2,4,2,4,4,3,4,4,3,4,4,4,4,3,5,2,3,4,4,4,1,3,4,4,2,4,2,3,4,4,4,2,2,4,4,1,2
"unsophisticated, unanalytical, socially conservative, unaesthetic and  unimaginative",5,5,4,4,5,5,2,2,2,5,5,1,5,2,4,5,5,5,5,5,3,3,5,3,5,5,5,4,5,5,3,3,5,4,5,5,1,5,3,5,5,5,2,5,4,4,3,5,1,5,5,3,5,4,5,5,5,4,5,5,2,4,5,5,5,5,2,5,4,3,5,4,5,5,5,3,5,5,5,5,5,5,5,1,5,2,5,5,5,4,5,5,5,2,3,5,4,5,1,2
"extremely unaltruistic, extremely unkind, extremely stingy, extremely disagreeable and extremely self-important",5,1,1,5,5,5,1,5,5,5,5,5,5,3,5,5,1,5,5,5,5,1,1,5,5,1,1,1,1,5,3,5,1,1,5,5,1,5,1,1,5,5,1,4,1,1,1,5,1,5,5,5,5,1,5,5,1,5,5,5,3,5,5,1,1,5,5,4,5,5,1,5,5,5,5,5,5,5,5,5,1,5,3,5,3,5,5,1,5,5,5,5,5,5,5,5,1,1,5,5
"neither artistically unappreciative nor artistically appreciative, neither unaesthetic nor aesthetic, neither unimaginative nor imaginative, neither unintelligent nor intelligent, and neither predictable nor spontaneous",3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,4,5,3,3,3,3,5,3,1,3
"very agreeable, very trustful, very cooperative, very kind and very humble",3,4,5,4,3,4,5,4,2,3,2,1,3,4,2,2,5,5,2,2,3,3,5,5,3,4,5,4,3,5,4,4,5,4,5,1,5,2,4,5,4,3,4,2,4,5,5,5,5,3,2,3,2,4,2,2,5,4,5,5,4,4,3,5,5,2,3,5,5,4,5,2,5,2,3,3,5,5,3,1,5,3,2,1,3,3,2,5,3,3,3,2,2,2,3,1,5,5,1,5
"a bit at ease, a bit emotionally stable, a bit happy, a bit contented and a bit unselfconscious",3,3,3,4,3,3,4,3,3,3,3,1,3,3,3,3,3,5,3,3,3,3,3,3,3,5,3,4,3,5,4,3,4,3,4,1,5,3,4,3,4,3,3,3,3,4,3,5,4,3,3,3,3,3,3,3,3,3,5,5,3,4,3,3,3,3,3,4,3,3,3,3,5,3,3,3,5,5,3,3,4,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,5,4,1,3
"a bit predictable, a bit unimaginative, a bit artistically unappreciative, a bit uninquisitive and a bit unreflective",4,4,4,3,4,3,3,2,2,2,4,1,4,4,2,3,4,4,4,4,2,3,5,3,4,5,4,3,3,5,3,4,4,2,4,1,2,4,3,3,4,3,2,4,3,4,3,5,2,2,4,3,4,2,5,2,3,4,5,5,2,4,4,3,4,2,2,4,4,3,5,3,1,4,4,2,5,5,3,2,4,4,4,1,3,3,4,3,2,3,4,2,3,2,3,1,5,5,1,3
"a bit lazy, a bit impractical, a bit extravagant, a bit disorganized and a bit unsure",4,2,4,3,3,3,3,2,2,3,4,2,2,2,3,4,4,4,2,4,2,2,3,3,4,2,3,3,2,4,3,2,4,2,4,2,4,4,3,3,3,4,4,4,3,3,4,4,3,4,4,3,2,3,4,4,3,2,3,5,4,2,4,2,4,4,4,3,3,3,4,3,4,4,3,3,4,4,4,3,3,4,3,1,3,2,4,2,3,4,4,4,3,2,3,2,4,4,1,2
"unenergetic, timid, unadventurous, silent and  inactive",5,2,3,2,5,3,3,1,2,5,4,1,4,4,3,5,5,3,4,2,3,1,3,3,3,3,3,2,2,5,3,1,5,2,3,1,1,5,3,2,2,2,2,2,3,1,3,5,3,3,3,3,5,3,5,4,3,2,3,5,3,3,2,2,2,1,2,5,3,1,3,2,5,4,4,3,5,5,5,2,5,5,5,1,2,3,2,2,5,2,3,2,2,4,3,1,5,3,3,2
"very generous, very cooperative, very unselfish, very honest and very kind",3,4,5,4,3,1,5,4,3,2,3,1,2,5,2,2,4,5,2,2,3,3,5,3,3,5,5,4,3,5,3,3,5,4,5,1,5,2,4,5,4,1,4,2,3,5,5,5,5,3,2,1,1,3,3,2,4,4,3,5,3,4,2,5,5,2,3,5,4,4,4,3,5,2,3,3,5,5,3,5,4,3,3,1,3,3,2,5,2,1,2,2,2,2,3,1,5,5,1,5
"extremely immoral, extremely stingy, extremely unaltruistic, extremely disagreeable and extremely dishonest",5,1,5,5,4,5,1,4,5,5,1,5,5,1,5,5,1,1,5,5,5,1,1,5,5,1,1,1,1,5,3,5,1,2,5,5,3,5,1,1,5,5,1,5,3,1,1,5,1,5,5,5,5,5,5,5,1,5,5,5,3,3,5,1,1,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,1,3,1,5,4,1,5,1,5,5,5,5,5,5,5,5,1,1,5,5
"cheerful, extraverted, talkative, adventurous and daring and  active",1,3,5,5,2,4,4,5,2,5,1,1,2,2,3,2,2,3,1,4,3,5,3,1,3,2,3,5,5,2,4,5,4,5,5,1,5,4,4,5,5,3,5,2,3,5,4,5,3,2,3,1,1,4,1,1,3,5,3,5,4,3,2,5,5,5,4,4,4,5,4,3,3,2,3,1,5,5,2,5,4,1,3,1,3,2,4,5,2,3,2,4,2,3,2,3,5,5,1,1
"extraverted, energetic, cheerful, assertive and  friendly",1,3,5,5,3,4,4,5,3,5,1,1,2,3,3,1,4,3,1,2,3,5,3,2,3,5,4,5,2,3,3,4,5,5,5,1,5,2,4,5,5,3,4,1,3,5,3,5,4,3,3,3,1,4,3,1,3,5,3,5,4,4,2,5,5,3,4,4,3,5,4,3,3,2,3,1,5,5,3,1,3,1,3,1,2,3,2,5,2,3,2,2,3,2,1,3,5,5,1,1
