"item1","item2","item3","item4","item5","item6","item7","item8","item9","item10","item11","item12","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52","item53","item54","item55","item56","item57","item58","item59","item60","item61","item62","item63","item64","item65","item66","item67","item68","item69","item70","item71","item72","item73","item74","item75","item76","item77","item78","item79","item80","item81","item82","item83","item84","item85","item86","item87","item88","item89","item90","item91","item92","item93","item94","item95","item96","item97","item98","item99","item100","NA","NA","NA","NA","NA","NA"
3,4,2,4,4,4,3,3,3,4,4,5,3,4,3,3,2,3,4,4,3,3,3,3,5,4,2,4,2,3,3,4,3,3,4,5,3,3,4,2,2,4,3,4,2,4,4,4,4,4,1,3,4,3,5,4,3,3,3,3,4,5,3,3,2,3,2,4,4,4,3,2,4,4,2,4,3,4,4,4,2,3,4,5,3,4,2,3,2,3,4,4,1,3,5,4,4,4,4,2,58,51,53,40,63,57
4,2,4,4,4,4,5,5,2,4,4,5,4,2,2,2,4,5,2,4,5,2,2,1,4,5,4,5,5,5,5,2,4,4,2,5,5,2,4,4,4,1,5,4,4,5,2,4,4,4,2,4,5,5,2,2,4,2,4,5,5,4,2,4,4,2,2,1,5,2,4,2,4,2,5,5,4,5,4,4,2,4,4,5,4,4,2,4,2,2,5,4,4,2,2,2,2,2,4,2,58,56,57,55,51,64
1,3,4,4,5,4,2,4,2,4,4,4,3,4,1,3,4,3,4,2,2,4,4,4,3,3,2,3,3,5,4,4,3,2,4,4,5,3,3,2,5,5,3,1,1,3,4,4,2,2,2,3,2,4,1,3,4,4,5,5,5,3,1,3,3,5,1,1,2,1,2,3,5,4,1,2,4,5,4,4,3,2,4,5,2,2,2,3,4,5,1,1,1,4,4,3,5,3,5,3,68,61,47,34,44,46
5,2,4,5,1,3,4,5,5,5,3,3,5,2,4,5,3,5,5,4,4,4,4,4,4,5,3,5,2,3,5,5,3,4,3,5,5,3,4,5,4,3,5,4,1,5,4,4,5,4,2,5,2,4,5,4,4,5,3,5,5,2,5,5,4,3,5,4,3,5,4,4,5,5,4,5,2,4,5,5,2,5,1,5,5,1,4,3,4,1,5,4,2,5,4,5,5,4,4,5,61,48,76,54,59,78
4,4,1,3,2,3,5,5,2,4,3,1,5,2,2,2,2,2,4,4,2,4,5,4,5,4,1,4,2,5,5,5,3,3,5,5,1,4,4,1,3,5,3,3,1,2,4,4,4,5,1,4,3,5,1,4,3,1,4,5,2,4,2,2,1,5,5,2,1,3,4,4,4,4,1,2,3,4,4,5,3,2,4,5,4,3,2,1,5,5,1,2,2,3,4,5,5,5,5,2,67,54,41,31,60,57
5,4,2,4,2,3,3,4,3,5,2,5,5,3,3,2,4,3,3,3,4,3,2,4,5,2,5,5,4,4,4,4,3,5,2,5,5,4,3,2,2,4,5,3,5,3,4,2,5,4,5,5,4,4,5,4,4,4,1,5,4,5,2,1,3,5,3,2,2,4,3,4,5,2,5,3,2,4,5,5,3,3,2,5,4,5,2,4,3,4,5,3,2,3,4,5,3,4,3,2,66,44,56,53,57,71
4,2,3,4,2,3,4,3,4,4,2,4,4,3,4,1,4,4,4,4,5,2,4,5,4,2,2,3,5,5,5,5,4,2,5,5,3,4,2,3,3,4,4,4,2,4,2,5,4,2,3,3,4,5,4,4,4,2,4,5,2,4,3,3,4,5,2,2,3,4,2,5,5,4,3,2,5,4,5,5,2,2,3,4,2,4,2,2,4,5,4,3,4,4,5,5,4,3,4,5,73,58,45,50,55,60
4,5,4,5,2,3,3,5,2,4,2,5,5,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,4,2,2,5,5,4,3,3,4,4,4,4,3,4,4,4,4,5,2,5,2,3,4,4,4,4,2,5,5,4,4,4,4,4,3,3,4,4,2,4,5,5,4,5,2,4,5,5,4,5,2,5,5,4,2,2,4,4,4,3,4,4,4,5,4,4,5,5,66,45,63,55,67,68
4,4,1,3,3,3,3,4,3,2,3,5,4,4,2,2,2,3,3,3,3,3,4,5,2,5,1,4,3,4,3,4,4,2,4,3,3,3,4,2,2,5,3,3,2,4,3,5,3,5,1,3,3,3,3,5,3,1,3,3,3,3,4,2,3,4,2,3,3,4,4,5,4,4,1,5,3,3,3,4,3,2,3,5,3,4,3,2,3,5,3,4,3,3,3,5,3,3,4,3,66,49,44,41,62,49
3,4,2,4,3,3,4,3,3,4,4,4,3,2,2,3,4,4,3,4,4,2,5,5,1,5,4,4,3,5,2,4,4,2,4,4,2,4,4,3,3,5,3,5,2,3,5,5,3,4,2,2,3,4,1,3,4,3,5,5,3,4,4,4,4,4,2,3,3,3,4,4,5,3,2,3,2,5,4,4,3,1,5,5,2,4,3,2,4,4,3,4,3,1,5,5,5,3,5,3,71,63,44,49,60,44
5,5,5,4,3,3,5,5,5,4,2,5,3,2,5,4,3,4,5,5,5,3,2,3,5,5,5,5,1,3,5,5,5,4,1,5,5,4,5,4,1,3,5,4,5,5,5,5,5,5,3,4,3,4,4,4,3,3,1,5,5,5,3,3,5,3,2,4,5,3,3,2,5,5,5,5,1,5,5,5,2,3,4,5,5,2,4,5,4,4,4,1,5,3,1,4,5,5,5,5,63,40,62,70,66,73
5,4,2,4,4,3,4,4,4,4,1,2,4,2,4,4,2,4,4,4,5,3,2,3,4,4,2,4,4,2,4,2,4,3,2,4,4,4,4,2,2,2,4,4,3,4,2,4,3,4,2,4,4,4,4,3,4,3,2,3,4,3,4,2,3,4,2,3,3,4,2,4,2,4,2,5,3,4,4,4,2,2,3,4,4,2,4,2,4,4,4,4,4,4,3,4,4,3,4,4,55,43,54,53,55,60
4,4,4,4,4,3,3,4,4,2,4,5,4,4,2,2,2,2,3,4,4,3,2,3,4,4,4,4,3,4,3,4,4,3,2,5,4,4,4,2,3,2,3,4,4,4,4,4,4,4,2,3,3,4,3,4,4,3,2,5,3,4,4,2,2,4,3,4,4,4,2,3,4,4,3,3,2,4,4,4,4,2,4,5,4,4,2,2,2,3,3,4,4,2,2,4,4,4,4,4,60,43,45,57,64,56
4,4,4,4,4,3,3,4,4,4,4,3,4,2,4,4,4,2,4,2,5,4,4,4,2,2,4,4,5,2,4,2,4,4,4,5,4,4,4,4,4,4,4,3,3,5,4,5,1,2,4,4,4,3,1,2,4,4,2,4,4,3,4,5,4,4,4,3,4,4,3,4,4,2,4,4,3,4,3,4,4,4,5,4,4,2,4,4,4,3,4,2,4,3,3,4,5,4,5,4,58,61,65,64,43,54
5,2,4,5,4,3,4,4,5,2,4,5,3,4,2,2,2,4,4,4,4,3,3,3,5,5,4,4,4,5,5,5,4,3,4,5,5,4,4,2,2,5,4,5,2,4,4,4,4,4,2,5,2,4,4,4,4,3,3,5,2,4,4,2,3,5,2,4,4,4,3,3,5,5,3,5,2,5,5,5,4,1,4,5,2,3,3,3,2,4,4,4,2,4,2,5,4,3,5,3,70,48,52,55,66,63
3,3,3,4,1,2,5,3,2,5,4,5,5,2,4,4,5,3,4,3,4,4,4,2,2,5,4,4,3,2,5,4,2,4,3,5,4,3,4,4,3,3,4,4,2,5,4,4,4,5,1,4,3,3,5,3,2,5,3,1,5,2,3,5,5,2,2,2,4,5,4,2,4,5,3,4,2,2,5,4,1,2,5,5,2,1,3,4,4,2,5,3,2,5,4,3,4,3,5,4,46,57,68,44,52,64
4,4,3,3,2,2,4,4,2,2,3,5,4,4,2,3,2,2,4,4,4,2,1,3,3,5,4,4,2,2,4,4,3,2,3,4,2,4,4,2,1,2,4,4,4,4,4,4,4,4,3,2,2,4,4,3,4,2,4,4,5,4,4,2,4,4,4,3,5,4,2,3,5,4,4,4,2,4,5,4,2,1,4,4,3,4,3,3,2,2,4,4,4,2,3,4,4,4,4,4,53,41,42,55,63,63
4,1,5,3,2,2,4,3,1,5,2,2,5,2,2,3,1,3,5,3,2,2,1,3,1,1,5,4,4,4,5,4,2,2,3,4,5,1,3,3,2,4,5,4,4,2,1,2,4,3,2,4,2,5,5,1,3,5,2,4,4,3,1,3,4,2,5,1,2,1,2,4,1,2,5,2,2,4,5,4,1,5,3,2,4,4,2,1,4,5,5,1,5,3,2,1,4,3,4,5,51,37,48,45,38,67
5,5,2,4,2,2,4,3,4,3,4,5,2,4,4,2,2,2,3,4,4,4,4,2,4,4,3,4,3,2,5,4,3,2,5,4,4,4,4,2,4,2,2,5,2,4,4,4,5,5,3,4,4,2,4,4,3,2,2,4,2,4,4,3,4,5,2,4,3,4,4,4,5,4,2,2,4,3,5,4,2,1,4,5,3,3,4,2,4,5,4,5,2,4,5,4,3,2,3,4,55,59,47,49,66,59
5,3,2,4,2,2,4,4,4,4,2,4,4,2,4,4,2,4,5,3,4,3,4,3,5,3,3,4,2,4,3,4,3,4,4,5,5,3,3,4,2,5,5,4,2,5,3,4,4,2,2,5,2,4,3,3,4,4,3,4,4,2,3,4,4,5,4,3,3,5,4,5,4,2,3,4,2,4,4,5,2,3,4,5,4,2,4,4,4,5,5,4,3,4,3,5,4,4,4,4,68,47,65,49,49,68
2,2,2,4,2,2,5,2,4,2,4,4,4,2,4,4,2,2,2,2,4,2,4,4,4,4,2,2,4,2,4,4,4,2,4,4,4,4,4,2,2,2,4,3,3,2,2,3,2,4,2,2,4,4,4,4,4,2,3,3,2,4,4,2,3,2,2,4,4,4,2,2,4,2,2,4,2,4,2,4,3,4,4,4,2,2,2,2,4,4,2,2,4,2,1,4,4,4,4,4,50,47,42,52,49,49
4,2,3,4,2,2,3,3,2,4,4,4,4,4,2,4,2,4,4,4,4,2,2,2,2,3,3,3,4,2,2,4,4,3,4,4,5,2,4,4,3,4,4,4,2,3,3,4,3,2,2,4,4,4,2,3,4,2,2,4,4,2,2,1,4,5,4,4,4,4,2,4,4,2,2,2,4,2,4,2,2,2,4,3,4,2,2,3,2,4,5,4,4,4,2,4,4,2,4,4,56,48,49,46,47,58
4,4,4,4,2,2,3,4,2,4,2,4,4,2,4,4,4,4,3,3,5,5,4,2,4,4,4,4,2,4,3,5,4,4,4,4,4,4,4,4,3,4,4,4,3,5,4,4,5,5,4,4,4,4,4,4,2,4,2,4,5,4,4,5,3,3,2,4,4,4,4,4,5,4,1,5,2,4,4,5,4,2,3,5,2,2,4,5,2,3,4,4,4,4,4,4,3,4,2,2,59,49,67,57,62,60
5,2,1,1,3,2,3,4,1,4,5,5,4,4,1,1,3,2,3,3,2,2,3,3,4,4,2,3,4,4,3,4,2,2,5,5,5,4,2,2,3,2,4,2,1,1,4,3,4,4,1,1,3,3,4,4,1,4,5,5,4,3,2,1,3,3,4,2,1,3,3,2,3,4,2,1,4,3,4,5,2,4,4,5,5,3,2,2,2,3,4,4,2,2,4,3,4,4,3,1,53,58,34,25,56,63
3,2,2,2,3,2,2,3,4,3,5,5,4,3,4,4,4,2,1,2,3,2,4,4,3,2,2,4,2,3,4,3,2,3,4,5,5,3,4,5,3,3,5,4,2,3,4,3,4,3,2,4,4,2,1,3,3,3,5,5,5,4,3,4,3,2,3,3,2,3,3,2,3,2,2,3,2,3,4,4,2,2,4,5,3,4,3,3,4,2,3,1,2,2,5,2,4,3,4,5,50,59,50,42,46,53
3,3,2,4,3,2,2,4,3,3,2,5,4,2,4,3,3,4,3,4,4,3,2,2,5,4,4,4,3,3,4,4,3,2,2,5,4,2,4,3,2,3,4,4,3,4,4,4,4,4,3,4,3,4,4,4,2,3,5,1,5,3,4,3,2,3,2,1,4,4,2,3,4,4,4,5,2,4,5,4,2,3,2,5,4,3,3,3,3,3,4,3,4,3,4,3,4,4,4,4,54,44,54,53,53,61
5,4,3,4,3,2,5,4,3,2,4,4,4,2,4,4,3,3,4,3,3,4,2,5,4,4,5,4,4,5,5,3,2,3,3,4,2,4,2,5,4,5,5,5,3,5,3,5,4,4,2,5,3,5,4,3,3,4,4,5,2,4,3,5,4,5,2,3,3,4,4,5,4,5,3,4,2,5,4,4,3,3,2,5,2,4,3,4,5,5,4,4,4,4,3,4,4,3,4,4,72,53,64,49,60,60
3,4,3,4,3,2,5,5,3,4,3,4,4,3,4,4,4,3,4,3,4,5,3,2,3,4,5,5,1,4,5,5,4,4,3,5,4,3,4,4,2,3,3,4,4,5,5,3,4,5,2,5,3,3,5,5,3,3,4,3,4,5,3,4,4,2,4,4,4,4,4,2,3,5,4,5,3,3,5,5,2,1,4,5,3,4,3,5,3,2,4,4,4,4,3,2,5,5,5,5,48,52,66,56,68,63
4,4,2,2,4,2,3,2,4,4,1,4,3,4,2,5,4,1,5,3,2,3,4,4,2,5,3,4,3,4,3,2,5,2,5,3,4,2,2,2,1,1,5,2,1,4,5,5,2,5,1,1,2,4,2,2,4,4,3,4,5,4,2,1,4,2,2,2,2,4,3,4,4,3,2,2,4,2,2,5,2,2,5,5,1,2,2,1,2,4,5,4,1,2,4,5,5,5,5,2,54,54,43,37,51,52
4,2,4,2,4,2,2,4,4,4,2,2,4,4,4,4,2,3,4,3,5,5,4,2,2,4,4,4,1,2,5,5,3,3,2,5,2,3,2,4,4,2,4,4,2,5,3,4,3,4,4,4,1,4,5,2,4,4,4,5,2,2,4,4,4,1,2,2,5,5,2,4,2,4,4,5,2,2,4,4,4,1,5,4,2,2,4,4,4,1,4,2,4,4,4,2,2,2,4,5,45,48,62,61,51,51
2,2,2,3,4,2,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,2,4,4,3,4,2,2,4,4,4,4,3,2,4,4,4,4,4,2,4,2,4,4,2,3,4,4,3,2,2,2,4,4,4,1,4,4,4,4,4,4,2,2,4,2,4,2,2,2,4,4,4,3,2,2,4,4,2,3,2,2,4,4,2,4,2,4,4,2,5,3,2,2,4,4,4,3,5,2,54,64,40,43,52,57
2,4,4,3,4,2,3,3,2,3,4,4,3,1,3,3,2,2,4,2,3,4,2,3,4,3,4,4,4,4,3,4,5,2,3,5,4,2,3,3,2,2,4,1,2,3,4,3,4,4,4,3,4,3,1,5,3,4,2,4,5,4,2,3,3,4,2,3,4,3,3,3,2,5,4,1,3,3,5,5,4,2,5,5,3,3,2,4,4,4,4,1,2,4,4,4,4,3,3,3,55,53,49,51,50,53
4,5,2,4,4,2,4,4,4,4,5,5,4,5,5,4,5,2,4,4,4,2,5,4,4,5,4,4,3,2,5,4,2,2,4,5,4,5,2,2,3,3,4,5,1,2,5,4,4,5,3,3,4,2,3,3,3,3,4,5,4,4,3,2,4,4,5,3,3,2,4,3,5,5,3,4,4,2,5,4,2,1,5,5,4,4,3,4,5,2,5,4,2,1,5,2,5,5,5,5,52,69,44,46,69,68
4,2,2,4,4,2,2,4,2,4,5,2,3,4,4,4,4,2,4,2,2,2,5,5,4,4,2,4,2,4,3,4,4,2,5,5,4,5,4,4,3,4,4,4,1,4,5,5,2,4,2,2,4,4,2,4,4,2,4,5,3,5,4,3,4,5,4,3,2,3,4,4,4,4,2,2,4,4,4,4,4,1,5,5,2,3,2,3,2,4,2,4,2,2,4,4,5,4,5,4,64,64,46,43,60,51
4,4,4,4,4,2,5,5,4,5,4,5,4,4,5,5,4,4,5,3,5,2,2,4,4,4,4,5,3,2,5,5,2,5,5,5,5,2,4,5,4,5,4,5,2,4,5,5,5,4,1,5,2,3,4,4,4,4,4,5,5,4,4,5,5,5,2,4,5,4,4,4,5,5,4,4,4,2,5,5,2,4,5,5,2,4,2,4,4,5,5,4,2,4,4,5,5,3,4,5,66,63,69,54,66,69
1,2,4,4,4,2,2,4,2,2,4,4,4,2,4,4,4,4,5,4,2,4,4,2,2,4,4,4,2,4,4,5,2,4,2,4,2,4,4,4,2,4,4,4,2,4,4,4,4,2,2,4,4,2,4,5,4,4,2,4,4,4,4,4,4,2,2,4,2,4,4,2,4,2,4,4,4,2,2,4,2,4,2,4,2,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,52,54,62,46,58,50
5,1,2,3,5,2,4,5,4,3,4,5,5,4,4,2,4,4,2,4,5,3,5,4,2,4,3,4,4,5,4,4,4,5,1,5,5,5,4,2,2,4,5,4,1,4,5,5,2,1,1,4,5,5,5,5,4,1,2,5,4,4,3,3,4,5,4,3,4,3,5,4,5,5,1,2,4,5,4,5,2,3,4,5,3,5,2,2,2,5,4,5,2,2,4,4,4,3,2,4,72,60,46,46,64,63
2,4,3,4,1,1,2,2,4,2,2,2,1,1,4,4,5,2,3,1,5,5,3,3,1,4,4,5,2,2,4,2,5,4,2,4,4,2,4,5,3,2,4,1,3,5,4,5,2,5,4,5,2,5,4,2,4,5,2,5,5,1,3,5,4,1,3,1,4,5,4,5,5,2,4,4,3,1,4,2,4,1,5,4,2,1,5,4,1,2,3,2,4,5,5,3,5,4,5,5,47,48,68,64,33,49
3,4,3,4,5,1,1,4,2,2,5,3,3,3,2,3,4,3,2,4,3,4,4,3,1,5,3,4,3,4,4,4,3,2,4,4,4,4,4,4,3,3,3,4,3,4,4,3,4,4,2,3,4,2,3,3,3,3,1,4,3,3,3,2,3,3,2,4,4,4,4,4,4,5,2,5,2,2,1,3,2,2,4,4,4,3,3,2,2,3,3,5,2,4,3,3,4,4,2,3,49,55,52,44,62,45
4,4,2,2,1,5,5,4,2,4,1,4,3,5,2,1,1,5,5,4,5,4,4,4,5,5,2,4,2,5,5,5,2,3,2,5,4,5,1,1,1,5,5,4,2,3,4,4,4,5,1,1,2,5,5,4,2,3,5,1,5,5,2,1,1,5,3,4,4,2,4,4,4,4,2,3,2,5,5,5,2,2,3,4,3,5,2,2,2,4,5,5,2,3,4,4,5,4,4,5,69,39,39,35,73,70
1,4,4,4,1,5,5,5,2,5,4,2,4,2,2,3,2,4,4,2,2,4,4,2,2,4,4,4,4,5,5,5,2,2,2,5,1,5,5,4,2,4,5,4,2,5,4,4,1,5,4,4,1,5,5,3,4,2,2,1,4,5,2,4,4,5,3,4,2,4,2,4,2,4,4,5,2,4,4,4,4,2,4,4,2,4,2,2,4,4,4,2,2,4,4,4,4,2,4,4,62,46,58,47,62,52
3,2,2,4,2,5,5,1,2,5,1,1,5,1,5,5,1,5,5,5,3,2,4,2,5,2,1,5,1,1,5,1,5,5,4,5,5,5,2,4,2,2,5,5,1,3,4,2,4,4,2,4,2,2,5,5,4,4,5,4,4,4,5,3,2,4,1,5,4,5,5,2,4,4,2,4,1,5,5,4,4,3,2,4,4,1,2,4,2,2,5,3,1,2,5,3,5,4,1,3,49,43,62,45,52,70
4,2,4,4,4,5,4,2,4,4,2,5,5,1,5,4,5,4,4,4,4,2,2,2,4,2,2,4,4,2,4,2,4,2,2,5,5,4,4,5,4,1,2,4,2,4,4,4,5,4,2,4,4,5,2,5,4,2,2,5,4,4,4,4,5,5,1,5,2,4,4,4,5,4,2,5,2,5,5,4,2,2,4,5,4,2,2,5,5,4,4,2,4,4,4,4,4,4,5,5,65,57,59,51,51,62
4,2,4,4,4,5,5,4,5,3,4,4,5,4,3,3,2,4,4,5,5,1,3,2,4,4,3,5,2,4,5,4,4,2,4,5,5,4,2,2,3,3,4,5,2,4,1,4,5,5,2,5,1,5,4,4,4,2,4,5,5,3,3,2,3,4,4,4,4,5,4,3,5,5,2,5,2,5,5,5,4,3,4,5,5,2,3,2,2,5,4,3,4,4,4,5,4,3,5,4,68,47,52,54,63,73
3,1,2,2,1,4,1,5,5,4,3,4,5,2,1,4,3,3,4,2,1,4,4,3,2,1,2,4,4,1,4,5,2,2,5,4,3,4,2,4,5,3,5,2,1,4,3,5,5,2,3,2,4,4,3,4,2,1,1,2,5,3,2,1,4,4,5,1,1,4,4,4,3,3,2,1,4,4,4,5,1,4,5,4,5,3,2,2,5,3,5,3,1,4,5,4,4,4,4,4,56,60,47,30,46,62
4,3,4,4,1,4,3,5,4,5,5,5,3,5,3,2,5,5,3,5,5,4,3,2,5,5,3,4,4,5,4,5,3,1,4,5,1,4,2,1,2,3,4,5,2,4,5,4,5,5,1,2,4,5,5,5,3,1,4,5,2,4,4,1,3,3,1,5,3,2,4,3,4,5,2,4,2,1,5,1,1,2,5,5,2,2,2,1,3,3,1,4,5,4,4,3,3,3,3,3,61,58,42,47,68,52
5,4,2,5,1,4,4,3,4,4,3,4,5,2,2,4,3,2,4,5,4,3,3,4,2,5,2,4,3,5,4,4,3,3,3,5,5,4,2,3,4,3,4,4,3,3,3,4,5,5,2,5,3,4,4,4,5,4,2,5,4,4,4,3,4,3,4,4,2,4,4,5,5,4,2,5,3,2,4,4,2,2,2,5,4,4,4,3,4,3,5,4,4,4,5,5,4,3,5,4,63,50,59,47,64,68
4,3,3,3,2,4,3,4,4,4,3,5,4,3,4,3,3,3,2,4,4,3,3,2,4,4,4,4,3,4,4,4,3,2,3,5,5,4,2,2,2,2,3,4,3,3,4,4,4,3,2,4,4,4,3,4,3,3,2,5,4,4,2,2,4,4,2,4,4,4,4,3,3,4,4,4,3,5,4,4,2,3,4,5,4,4,2,3,2,4,4,3,3,3,4,4,4,3,5,3,63,50,50,49,60,57
5,1,2,4,2,4,5,5,3,3,5,5,5,4,3,4,2,4,5,5,5,2,5,4,5,3,3,5,4,5,5,5,4,1,5,4,5,5,2,3,3,3,4,5,2,3,4,4,5,2,2,3,3,5,5,2,4,1,5,5,4,5,2,1,4,5,4,3,5,4,4,5,5,2,3,4,5,5,5,5,3,2,5,4,5,3,2,2,3,2,5,2,4,2,5,4,5,3,5,5,68,64,44,49,57,77
5,4,2,4,2,4,4,5,2,4,4,4,4,5,4,2,4,4,4,5,5,4,4,2,4,4,3,4,5,3,4,5,4,2,4,5,5,5,4,4,4,4,4,4,2,4,4,4,5,4,2,4,2,4,4,4,4,3,4,4,4,4,4,4,4,3,2,4,4,2,4,5,4,4,2,5,1,4,4,5,2,2,4,5,4,4,2,4,4,4,4,2,2,3,2,4,4,4,5,4,63,56,55,48,68,65
5,1,2,4,2,4,5,4,3,5,2,2,5,2,4,3,4,2,5,4,1,2,4,2,5,4,1,4,4,4,4,4,4,4,2,2,5,4,2,2,2,3,5,4,1,3,4,4,5,2,4,4,3,5,5,4,2,4,2,1,4,4,3,2,2,4,4,4,2,4,4,4,4,2,4,4,2,1,5,4,2,2,3,2,4,2,2,2,4,5,5,4,2,4,4,5,4,3,2,4,50,48,53,39,53,75
4,4,4,4,2,4,4,4,4,5,4,5,4,2,4,4,1,4,4,4,4,4,2,2,4,3,2,4,4,4,2,5,4,2,4,5,4,2,4,2,4,2,4,4,4,4,2,5,4,2,1,4,4,4,1,5,5,5,4,5,4,4,2,4,2,5,2,4,4,5,2,4,4,2,2,4,4,4,5,5,4,2,4,5,4,2,4,2,4,4,4,4,4,4,4,4,5,5,5,5,66,51,59,56,56,58
4,2,4,4,2,4,4,4,2,4,4,4,4,2,2,3,4,2,4,4,2,4,4,2,4,3,3,4,2,2,2,4,3,4,3,2,4,4,4,4,1,2,4,3,2,4,4,3,4,2,2,4,2,4,3,2,2,4,4,3,4,4,4,4,4,3,4,2,2,4,4,2,4,2,2,3,4,4,3,4,2,1,5,4,4,4,2,4,4,3,4,2,2,4,4,3,5,3,4,4,47,55,59,40,48,60
3,2,2,3,3,4,2,4,2,2,4,4,2,2,4,2,2,4,4,4,2,2,2,4,4,4,4,4,4,4,2,4,4,2,3,4,4,2,4,2,2,4,4,4,2,3,4,4,4,2,2,2,4,4,3,2,4,2,2,4,3,3,3,2,3,4,4,3,3,2,4,2,3,2,4,2,3,4,4,2,4,2,4,5,3,4,2,2,2,3,4,3,3,2,2,3,5,5,5,3,61,48,36,49,47,53
4,3,4,4,3,4,3,4,2,3,2,4,4,4,3,2,2,3,4,4,4,3,3,3,4,3,3,4,2,4,4,4,4,2,2,4,4,4,4,2,2,4,3,4,3,4,2,4,4,4,2,4,2,4,4,4,4,2,4,4,4,4,3,3,2,4,2,4,2,4,4,4,4,4,3,4,2,4,2,4,3,4,3,4,3,4,2,3,2,4,3,3,4,4,3,4,4,4,4,3,62,40,52,50,61,56
3,4,4,4,3,4,3,3,4,3,4,5,3,2,4,3,2,3,2,4,4,2,4,3,2,4,4,4,4,4,3,3,4,2,3,4,3,4,4,3,2,4,3,4,3,4,3,4,3,4,2,3,3,4,3,4,4,2,2,4,2,4,4,3,2,4,2,4,4,4,3,4,3,4,3,3,4,4,3,4,4,1,4,5,1,4,4,3,2,4,3,4,3,4,4,5,4,4,5,4,65,49,48,59,60,42
4,3,2,2,4,4,3,4,2,4,4,5,5,3,1,2,5,5,4,5,4,4,3,4,2,4,4,4,4,4,5,4,2,3,4,5,3,4,4,3,4,4,5,2,2,3,3,5,4,2,2,2,3,4,4,3,2,3,2,5,3,4,4,3,4,4,5,3,2,2,5,5,4,2,2,3,2,4,4,5,2,3,3,5,2,5,2,3,4,5,4,3,2,2,3,4,4,3,4,3,72,57,46,39,56,61
2,3,2,2,4,4,4,4,3,4,4,5,5,4,4,2,3,4,3,4,2,2,3,4,4,5,2,4,2,5,4,4,4,4,3,5,2,4,4,4,2,2,4,3,1,3,4,5,4,4,4,4,2,4,5,4,3,4,4,5,3,4,4,4,3,2,2,4,2,4,4,4,4,4,2,3,1,4,4,3,2,3,4,5,2,4,3,2,2,2,4,4,2,3,2,3,5,4,4,2,63,47,52,44,62,56
4,5,2,4,4,4,5,5,2,5,4,5,4,4,2,4,2,1,3,4,2,4,4,4,5,5,2,4,1,5,4,5,2,2,4,5,5,5,4,1,2,2,4,4,1,4,4,4,5,5,1,4,1,5,4,5,2,4,4,5,2,2,2,2,2,2,4,2,3,4,5,5,5,5,1,2,2,5,5,5,2,2,2,5,4,5,2,2,4,1,5,4,1,2,4,2,5,5,5,2,60,49,50,31,70,68
5,4,4,4,1,3,5,5,5,5,4,5,5,4,5,5,2,4,5,3,5,3,4,2,4,2,4,5,4,2,5,3,4,4,5,5,5,4,4,3,2,3,5,4,2,4,5,3,5,4,2,5,1,5,5,2,4,5,4,1,5,3,4,2,2,3,4,2,3,3,5,3,5,3,4,2,1,4,5,4,2,1,4,5,5,3,3,2,4,5,5,3,5,4,4,4,5,4,5,5,57,52,57,60,53,78
4,4,2,3,2,3,2,3,4,3,2,4,4,4,3,4,2,2,4,4,2,2,4,4,2,4,4,4,4,4,2,4,4,3,4,4,3,4,4,2,2,4,4,2,2,3,4,4,3,5,2,2,2,3,4,3,4,2,3,4,3,4,4,2,2,5,4,2,2,3,4,4,4,4,2,2,2,4,3,4,3,2,3,4,4,4,4,3,2,5,4,2,2,2,2,4,4,4,4,4,62,44,42,48,57,54
5,2,2,4,2,3,4,4,2,4,4,5,4,4,4,2,2,4,5,3,5,3,3,2,2,4,1,5,4,5,5,3,4,3,2,4,4,4,2,3,2,4,5,4,2,5,4,4,4,3,1,5,4,4,5,3,4,4,1,4,4,5,3,3,2,4,4,4,4,4,3,4,4,2,1,5,3,5,5,3,3,2,4,2,3,4,2,3,2,4,4,4,4,3,3,4,4,4,2,4,62,45,58,44,56,67
5,4,3,4,2,3,4,4,2,4,4,3,4,3,2,2,4,3,2,2,2,4,3,4,2,4,3,4,2,3,3,4,4,4,2,3,4,2,4,4,2,3,4,3,3,4,4,2,4,4,3,3,2,5,3,3,4,4,3,1,4,4,2,3,4,4,4,3,4,3,3,3,3,3,4,4,3,4,4,4,3,3,4,2,4,3,2,4,3,4,4,2,2,3,4,2,4,4,2,2,49,49,57,47,52,58
3,5,3,4,2,3,3,3,4,3,3,5,3,4,3,2,3,3,3,4,4,3,4,3,3,5,4,4,3,4,3,5,3,3,3,4,3,4,3,3,2,4,3,4,3,4,4,4,3,4,3,3,3,4,3,4,4,2,3,2,3,4,3,3,4,3,3,3,4,4,4,4,4,4,4,4,2,2,4,4,3,2,4,4,4,3,2,3,3,4,3,3,3,3,4,3,4,4,4,4,56,51,50,53,63,51
